frame,idx,hdim_1,hdim_2,num,threshold_value,feature,time,timestr,lon,lat,ncells,case,domain,size_km2
0,4,32.93090027756755,8.407356730728415,5,0.3,2,2024-08-06 14:00:00,2024-08-06 14:00:00,13.692036783653641,52.01465450138784,21,case1,DOM03,3.9607747158947784
0,7,48.49041191699687,120.79594590150872,5,0.3,3,2024-08-06 14:00:00,2024-08-06 14:00:00,14.253979729507543,52.092452059584986,15,case1,DOM03,2.8291247970676987
0,8,55.816354624132785,115.83929732768142,38,0.3,4,2024-08-06 14:00:00,2024-08-06 14:00:00,14.229196486638408,52.12908177312067,59,case1,DOM03,11.127890868466283
0,10,62.740343032694845,143.61890190192352,46,0.3,5,2024-08-06 14:00:00,2024-08-06 14:00:00,14.368094509509618,52.16370171516347,61,case1,DOM03,11.505107508075309
0,17,75.41771278114474,145.47199437226027,10,0.3,7,2024-08-06 14:00:00,2024-08-06 14:00:00,14.377359971861301,52.227088563905724,15,case1,DOM03,2.8291247970676987
0,18,76.32768386787487,162.57317482708078,15,0.3,8,2024-08-06 14:00:00,2024-08-06 14:00:00,14.462865874135405,52.23163841933937,25,case1,DOM03,4.715207995112831
0,25,97.34183180580823,112.01944410476551,15,0.3,10,2024-08-06 14:00:00,2024-08-06 14:00:00,14.210097220523828,52.33670915902904,58,case1,DOM03,10.939282548661769
0,29,109.26131428659399,90.35104518245284,157,0.3,11,2024-08-06 14:00:00,2024-08-06 14:00:00,14.101755225912264,52.39630657143297,239,case1,DOM03,45.077388433278664
0,30,104.5835743125059,128.40690470959197,70,0.3,12,2024-08-06 14:00:00,2024-08-06 14:00:00,14.29203452354796,52.37291787156253,119,case1,DOM03,22.444390056737078
0,33,113.17412110504013,46.986641942722095,143,0.3,13,2024-08-06 14:00:00,2024-08-06 14:00:00,13.88493320971361,52.4158706055252,157,case1,DOM03,29.61150620930858
0,34,109.3320466713203,26.440292744125266,5,0.3,14,2024-08-06 14:00:00,2024-08-06 14:00:00,13.782201463720625,52.396660233356606,7,case1,DOM03,1.3202582386315926
0,45,136.16059457356778,171.07262784223423,50,0.3,17,2024-08-06 14:00:00,2024-08-06 14:00:00,14.505363139211171,52.53080297286784,1,case1,DOM03,0.18860831980451326
0,46,134.5789492042289,83.79490535217305,8,0.3,18,2024-08-06 14:00:00,2024-08-06 14:00:00,14.068974526760865,52.522894746021144,16,case1,DOM03,3.017733116872212
0,48,136.95720212785884,14.896288422275086,5,0.3,19,2024-08-06 14:00:00,2024-08-06 14:00:00,13.724481442111376,52.534786010639294,24,case1,DOM03,4.526599675308318
0,55,131.03188229570543,158.59830873259534,13,0.5,20,2024-08-06 14:00:00,2024-08-06 14:00:00,14.442991543662977,52.50515941147853,89,case1,DOM03,16.78614046260168
0,56,133.01333898782266,145.43239936850284,16,0.5,21,2024-08-06 14:00:00,2024-08-06 14:00:00,14.377161996842515,52.515066694939115,61,case1,DOM03,11.505107508075309
1,8,55.66347445515565,115.65201554188002,37,0.3,23,2024-08-06 14:05:00,2024-08-06 14:05:00,14.2282600777094,52.12831737227578,64,case1,DOM03,12.070932467488849
1,9,62.456061522709305,144.094494106836,40,0.3,24,2024-08-06 14:05:00,2024-08-06 14:05:00,14.37047247053418,52.16228030761354,68,case1,DOM03,12.8253657467069
1,10,65.26594085694923,163.27481070447357,8,0.3,25,2024-08-06 14:05:00,2024-08-06 14:05:00,14.466374053522367,52.17632970428475,39,case1,DOM03,7.355724472376017
1,15,75.71136603840127,146.13524366300493,8,0.3,27,2024-08-06 14:05:00,2024-08-06 14:05:00,14.380676218315026,52.228556830192005,17,case1,DOM03,3.206341436676725
1,16,76.36145118938435,162.43306725447206,10,0.3,28,2024-08-06 14:05:00,2024-08-06 14:05:00,14.46216533627236,52.23180725594692,26,case1,DOM03,4.903816314917345
1,18,91.02514074545441,169.32432301608182,17,0.3,29,2024-08-06 14:05:00,2024-08-06 14:05:00,14.496621615080409,52.30512570372727,31,case1,DOM03,5.846857913939911
1,21,97.5400655039197,111.50571235912201,13,0.3,31,2024-08-06 14:05:00,2024-08-06 14:05:00,14.20752856179561,52.3377003275196,56,case1,DOM03,10.562065909052741
1,26,109.44909468643517,89.91925462668029,159,0.3,32,2024-08-06 14:05:00,2024-08-06 14:05:00,14.0995962731334,52.39724547343218,245,case1,DOM03,46.20903835210574
