frame,idx,hdim_1,hdim_2,num,threshold_value,feature,time,timestr,lon,lat,ncells,case,domain,size_km2
0,3,5.004206335791076,9.212520305733806,210,0.3,1,2024-09-28 14:00:00,2024-09-28 14:00:00,13.69606260152867,51.875021031678955,15.0,case2,DOM03,2.8291247970676987
0,7,0.0,104.54947030382164,5,0.3,2,2024-09-28 14:00:00,2024-09-28 14:00:00,14.172747351519108,51.85,0.0,case2,DOM03,0.0
0,9,9.147402689027771,36.611798048335345,38,0.3,3,2024-09-28 14:00:00,2024-09-28 14:00:00,13.833058990241677,51.89573701344514,1.0,case2,DOM03,0.18860831980451326
0,12,30.193807905283627,88.05991276296234,16,0.3,4,2024-09-28 14:00:00,2024-09-28 14:00:00,14.090299563814812,52.00096903952642,0.0,case2,DOM03,0.0
0,13,29.666660800365687,94.18521838038686,15,0.3,5,2024-09-28 14:00:00,2024-09-28 14:00:00,14.120926091901934,51.998333304001825,0.0,case2,DOM03,0.0
0,18,48.451252845372444,175.47396822404684,6,0.3,6,2024-09-28 14:00:00,2024-09-28 14:00:00,14.527369841120233,52.09225626422686,2.0,case2,DOM03,0.3772166396090265
0,23,73.18902805882914,0.8541308962249045,6,0.3,7,2024-09-28 14:00:00,2024-09-28 14:00:00,13.654270654481124,52.215945140294146,0.0,case2,DOM03,0.0
0,26,77.84899801164187,9.247516349631113,12,0.3,8,2024-09-28 14:00:00,2024-09-28 14:00:00,13.696237581748155,52.23924499005821,0.0,case2,DOM03,0.0
0,36,0.5495633289978477,36.49906543497876,13,0.5,9,2024-09-28 14:00:00,2024-09-28 14:00:00,13.832495327174895,51.852747816644985,30.0,case2,DOM03,5.658249594135397
0,37,1.3813798788516025,55.14082885553131,75,0.5,10,2024-09-28 14:00:00,2024-09-28 14:00:00,13.925704144277658,51.856906899394254,99.0,case2,DOM03,18.67222366064681
0,38,1.1414264005263905,76.8193617635894,26,0.5,11,2024-09-28 14:00:00,2024-09-28 14:00:00,14.034096808817948,51.85570713200263,35.0,case2,DOM03,6.601291193157963
0,39,1.6694746699896637,88.01637097153646,18,0.5,12,2024-09-28 14:00:00,2024-09-28 14:00:00,14.090081854857683,51.85834737334995,66.0,case2,DOM03,12.448149107097873
0,41,4.512894699704365,172.9135084056311,7,0.5,13,2024-09-28 14:00:00,2024-09-28 14:00:00,14.514567542028155,51.87256447349852,1.0,case2,DOM03,0.18860831980451326
0,42,5.358264275357545,179.5427514392177,9,0.5,14,2024-09-28 14:00:00,2024-09-28 14:00:00,14.547713757196089,51.876791321376786,19.0,case2,DOM03,3.5835580762857515
0,48,41.1078945050576,59.09619605892278,12,0.5,15,2024-09-28 14:00:00,2024-09-28 14:00:00,13.945480980294613,52.05553947252529,20.0,case2,DOM03,3.772166396090265
0,49,45.682547945366885,110.22917142937183,36,0.5,16,2024-09-28 14:00:00,2024-09-28 14:00:00,14.201145857146859,52.078412739726836,78.0,case2,DOM03,14.711448944752034
0,50,46.86028207469281,88.80971436528824,9,0.5,17,2024-09-28 14:00:00,2024-09-28 14:00:00,14.094048571826441,52.08430141037346,24.0,case2,DOM03,4.526599675308318
0,53,63.12445123943715,124.798807513709,11,0.5,18,2024-09-28 14:00:00,2024-09-28 14:00:00,14.273994037568546,52.16562225619719,32.0,case2,DOM03,6.035466233744424
0,56,73.7614813245167,127.10966022632867,9,0.5,19,2024-09-28 14:00:00,2024-09-28 14:00:00,14.285548301131644,52.21880740662258,27.0,case2,DOM03,5.092424634721858
0,60,85.6351623971634,38.30982923646939,7,0.5,20,2024-09-28 14:00:00,2024-09-28 14:00:00,13.841549146182347,52.27817581198582,25.0,case2,DOM03,4.715207995112831
0,62,99.35674630801638,8.830450634887152,39,0.5,21,2024-09-28 14:00:00,2024-09-28 14:00:00,13.694152253174435,52.34678373154008,70.0,case2,DOM03,13.202582386315926
